Date (YMD),Advancers,Decliners,Unchanged,RANA,19-day EMA,39-day EMA,Oscillator,Index
19660131,425,739,255,-269.7594501718,,,,
19660201,222,1022,188,-643.0868167203,,,,
19660202,671,524,219,123.0125523013,,,,
19660203,642,510,259,114.5833333333,,,,
19660204,707,485,230,186.2416107383,,,,
19660207,712,470,238,204.7377326565,,,,
19660208,491,710,225,-182.3480432973,,,,
19660209,805,408,207,327.2877164056,,,,
19660210,569,638,236,-57.1665285833,,,,
19660211,650,553,238,80.6317539485,,,,
19660214,585,639,210,-44.1176470588,,,,
19660215,451,741,224,-243.288590604,,,,
19660216,545,667,207,-100.6600660066,,,,
19660217,399,786,232,-326.582278481,,,,
19660218,498,687,255,-159.4936708861,,,,
19660221,426,785,214,-296.4492155244,,,,
19660223,402,807,244,-334.9875930521,,,,
19660224,392,747,256,-311.6769095698,,,,
19660225,686,480,232,176.6723842196,,,,
19660228,673,545,212,105.0903119869,,,,
19660301,250,986,207,-595.4692556634,,,,
19660302,268,986,192,-572.5677830941,,,,
19660303,648,545,232,86.3369656329,,,,
19660304,502,671,250,-144.0750213129,,,,
19660307,230,1013,170,-629.9275945294,,,,
19660308,446,753,225,-256.046705588,,,,
19660309,880,307,232,482.7295703454,,,,
19660310,542,640,235,-82.910321489,,,,
19660311,543,606,252,-54.8302872063,,,,
19660314,223,997,199,-634.4262295082,,,,
19660315,240,1017,171,-618.138424821,,,,
19660316,715,445,242,232.7586206897,,,,
19660317,677,453,258,198.2300884956,,,,
19660318,772,367,343,355.5750658472,,,,
19660321,836,342,230,419.3548387097,,,,
19660322,727,466,245,218.7761944677,,,,
19660323,465,695,243,-198.275862069,,,,
19660324,545,595,258,-43.8596491228,,,,
19660325,644,497,240,128.8343558282,,,,
19660328,699,517,197,149.6710526316,,,,
19660329,402,755,247,-305.099394987,,,,
19660330,254,938,239,-573.8255033557,,,,
19660331,650,486,267,144.3661971831,,,,
19660401,760,410,244,299.1452991453,,,,
19660404,829,381,208,370.2479338843,,,,
19660405,794,417,226,311.3129644922,,,,
19660406,640,542,243,82.910321489,,,,
19660407,703,481,243,187.5,,,,
19660411,631,593,220,31.045751634,,,,
19660412,549,646,222,-81.1715481172,,,,
19660413,545,629,236,-71.5502555366,,,,
19660414,585,580,257,4.2918454936,,,,
19660415,610,600,230,8.2644628099,,,,
19660418,487,694,233,-175.2751905165,,,,
19660419,586,583,251,2.5662959795,,,,
19660420,720,469,248,211.1017661901,,,,
19660421,649,549,242,83.4724540902,,,,
19660422,489,684,263,-166.2404092072,,,,
19660425,551,625,256,-62.925170068,,,,
19660426,538,646,255,-91.2162162162,,,,
19660427,396,781,229,-327.1028037383,,,,
19660428,315,896,225,-479.7687861272,,,,
19660429,571,560,261,9.7259062776,,,,
19660502,519,669,239,-126.2626262626,,,,
19660503,228,1014,187,-632.8502415459,,,,
19660504,357,858,237,-412.3456790123,,,,
19660505,180,1083,179,-714.9643705463,,,,
19660506,377,872,197,-396.3170536429,,,,
19660509,273,991,188,-568.0379746835,,,,
19660510,778,410,235,309.7643097643,,,,
19660511,639,515,262,107.452339688,,,,
19660512,190,1062,164,-696.4856230032,,,,
19660513,237,982,210,-611.156685808,,,,
19660516,194,1071,178,-693.2806324111,,,,
19660517,230,1000,217,-626.0162601626,,,,
19660518,946,273,224,552.091878589,,,,
19660519,579,607,229,-23.6087689713,,,,
19660520,618,566,221,43.9189189189,,,,
19660523,826,360,204,392.9173693086,,,,
19660524,889,318,196,473.0737365369,,,,
19660525,647,477,243,151.2455516014,,,,
19660526,584,552,243,28.1690140845,,,,
19660527,629,448,304,168.0594243268,,,,
19660531,286,879,233,-509.0128755365,,,,
19660601,490,645,260,-136.563876652,,,,
19660602,565,509,271,52.1415270019,,,,
19660603,585,494,284,84.3373493976,,,,
19660606,329,819,237,-426.8292682927,,,,
19660607,271,832,268,-508.6128739801,,,,
19660608,622,480,272,128.8566243194,,,,
19660609,729,396,245,296,,,,
19660610,871,301,210,486.3481228669,,,,
19660613,715,454,230,223.2677502139,,,,
19660614,608,534,250,64.7985989492,,,,
19660615,529,559,299,-27.5735294118,,,,
19660616,511,618,239,-94.7741364039,,,,
19660617,513,594,278,-73.1707317073,,,,
19660620,523,614,251,-80.035180299,,,,
19660621,675,478,229,170.8586296618,,,,
19660622,635,513,260,106.2717770035,,,,
19660623,459,680,249,-194.0298507463,,,,
19660624,476,663,237,-164.1791044776,,,,
19660627,384,774,224,-336.7875647668,,,,
19660628,382,773,250,-338.5281385281,,,,
19660629,238,919,231,-588.5911840968,,,,
19660630,373,775,238,-350.1742160279,,,,
19660701,826,313,227,450.3950834065,,,,
19660705,571,542,264,26.055705301,,,,
19660706,864,320,209,459.4594594595,,,,
19660707,699,459,264,207.2538860104,,,,
19660708,617,528,256,77.7292576419,,,,
19660711,592,553,244,34.0611353712,,,,
19660712,426,741,227,-269.9228791774,,,,
19660713,335,791,259,-404.973357016,,,,
19660714,638,474,280,147.4820143885,,,,
19660715,649,488,264,141.600703606,,,,
19660718,478,666,251,-164.3356643357,,,,
19660719,302,849,248,-475.2389226759,,,,
19660720,316,838,214,-452.3396880416,,,,
19660721,439,709,239,-235.1916376307,,,,
19660722,518,611,239,-82.3737821081,,,,
19660725,165,1089,153,-736.8421052632,,,,
19660726,348,818,252,-403.0874785592,,,,
19660727,740,408,232,289.1986062718,,,,
19660728,419,689,265,-243.6823104693,,,,
19660729,446,615,304,-159.2836946277,,,,
19660801,164,1080,163,-736.3344051447,,,,
19660802,481,655,276,-153.1690140845,,,,
19660803,829,326,245,435.4978354978,,,,
19660804,760,393,233,318.3000867303,,,,
19660805,604,498,265,96.1887477314,,,,
19660808,436,685,253,-222.1231043711,,,,
19660809,561,556,255,4.4762757386,,,,
19660810,337,761,267,-386.1566484517,,,,
19660811,480,611,300,-120.0733272227,,,,
19660812,600,501,270,89.9182561308,,,,
19660815,407,696,267,-262.0126926564,,,,
19660816,211,997,212,-650.6622516556,,,,
19660817,278,883,259,-521.1024978467,,,,
19660818,181,1048,209,-705.4515866558,,,,
19660819,292,873,247,-498.7124463519,,,,
19660822,130,1147,171,-796.397807361,,,,
19660823,524,657,244,-112.616426757,,,,
19660824,845,342,211,423.7573715249,,,,
19660825,310,889,225,-482.9024186822,,,,
19660826,100,1186,142,-844.4790046656,,,,
19660829,103,1240,114,-846.6120625465,,,,
19660830,710,498,224,175.4966887417,,,,
19660831,988,281,162,557.1315996848,,,,
19660901,664,502,254,138.936535163,,,,
19660902,516,619,256,-90.7488986784,,,,
19660906,448,677,266,-203.5555555556,,,,
19660907,257,907,208,-558.4192439863,,,,
19660908,468,706,232,-202.7257240204,,,,
19660909,657,469,263,166.9626998224,,,,
19660912,1030,202,185,672.0779220779,,,,
19660913,847,379,197,381.7292006525,,,,
19660914,691,467,245,193.4369602763,,,,
19660915,724,440,214,243.9862542955,,,,
19660916,602,538,242,56.1403508772,,,,
19660919,460,677,262,-190.8531222515,,,,
19660920,400,724,265,-288.256227758,,,,
19660921,170,995,224,-708.1545064378,,,,
19660922,531,595,263,-56.838365897,,,,
19660923,455,626,280,-158.1868640148,,,,
19660926,555,572,270,-15.0842945874,,,,
19660927,646,508,224,119.5840554593,,,,
19660928,296,833,243,-475.6421612046,,,,
19660929,223,964,209,-624.2628475147,,,,
19660930,569,543,267,23.381294964,,,,
19661003,198,1003,204,-670.2747710241,,,,
19661004,397,776,257,-323.1031543052,,,,
19661005,381,763,260,-333.9160839161,,,,
19661006,243,961,220,-596.3455149502,,,,
19661007,280,918,233,-532.5542570952,,,,
19661010,725,453,244,230.8998302207,,,,
19661011,792,399,233,329.9748110831,,,,
19661012,916,261,209,556.4995751912,,,,
19661013,735,471,222,218.9054726368,,,,
19661014,571,569,223,1.7543859649,,,,
19661017,775,388,242,332.7601031814,,,,
19661018,908,283,225,524.7691015953,,,,
19661019,502,671,259,-144.0750213129,,,,
19661020,508,624,275,-102.4734982332,,,,
19661021,529,606,261,-67.8414096916,,,,
19661024,604,571,237,28.085106383,,,,
19661025,596,549,276,41.0480349345,,,,
19661026,890,310,230,483.3333333333,,,,
19661027,809,410,214,327.3174733388,,,,
19661028,702,489,235,178.8413098237,,,,
19661031,583,568,269,13.03214596,,,,
19661101,781,371,248,355.9027777778,,,,
19661102,635,535,245,85.4700854701,,,,
19661103,467,664,260,-174.1821396994,,,,
19661104,615,530,242,74.2358078603,,,,
19661107,620,537,251,71.7372515125,,,,
19661109,756,435,238,269.5214105793,,,,
19661110,772,430,236,284.5257903494,,,,
19661111,604,510,273,84.3806104129,,,,
19661114,460,698,277,-205.5267702936,,,,
19661115,648,511,255,118.2053494392,,,,
19661116,883,347,216,435.7723577236,,,,
19661117,445,729,259,-241.9080068143,,,,
19661118,413,763,252,-297.619047619,,,,
19661121,212,1026,194,-657.5121163166,,,,
19661122,387,774,260,-333.3333333333,,,,
19661123,757,388,265,322.2707423581,,,,
19661125,781,371,244,355.9027777778,,,,
19661128,572,625,242,-44.2773600668,,,,
19661129,491,650,277,-139.3514460999,,,,
19661130,535,617,265,-71.1805555556,,,,
19661201,548,639,249,-76.6638584667,,,,
19661202,527,613,275,-75.4385964912,,,,
19661205,543,621,272,-67.0103092784,,,,
19661206,714,477,241,198.9924433249,,,,
19661207,750,439,261,261.5643397813,,,,
19661208,708,485,262,186.92372171,,,,
19661209,668,505,261,138.9599317988,,,,
19661212,815,415,231,325.2032520325,,,,
19661213,594,626,247,-26.2295081967,,,,
19661214,635,536,266,84.5431255337,,,,
19661215,391,804,263,-345.6066945607,,,,
19661216,548,599,282,-44.4638186574,,,,
19661219,539,649,261,-92.5925925926,,,,
19661220,448,722,284,-234.188034188,,,,
19661221,747,433,266,266.1016949153,,,,
19661222,745,427,272,271.3310580205,,,,
19661223,578,594,280,-13.6518771331,,,,
19661227,488,708,251,-183.9464882943,,,,
19661228,406,789,253,-320.5020920502,,,,
19661229,416,815,244,-324.1267262388,,,,
19661230,533,705,233,-138.9337641357,,,,
19670103,789,434,203,290.2698282911,,,,
19670104,627,510,247,102.9023746702,,,,
19670105,1070,208,162,674.4913928013,,,,
19670106,920,321,203,482.6752618856,,,,
19670109,946,314,203,501.5873015873,,,,
19670110,662,571,226,73.803730738,,,,
19670111,938,342,178,465.625,,,,
19670112,859,378,218,388.8439773646,,,,
19670113,834,423,196,326.968973747,,,,
19670116,673,566,207,86.3599677159,,,,
19670117,917,355,179,441.8238993711,,,,
19670118,728,518,215,168.5393258427,,,,
19670119,665,553,226,91.9540229885,,,,
19670120,813,401,230,339.373970346,,,,
19670123,737,503,228,188.7096774194,,,,
19670124,632,608,208,19.3548387097,,,,
19670125,457,756,228,-246.4962901896,,,,
19670126,655,550,230,87.1369294606,,,,
19670127,745,442,241,255.2653748947,,,,
19670130,858,401,186,362.98649722,,,,
19670131,637,596,222,33.2522303325,,,,
19670201,547,630,235,-70.5182667799,,,,
19670202,687,539,217,120.7177814029,,,,
19670203,832,369,226,385.5120732723,,,,
19670206,627,595,227,26.1865793781,,,,
19670207,496,640,246,-126.7605633803,,,,
19670208,832,386,217,366.1740558292,,,,
19670209,505,702,217,-163.2145816073,,,,
19670210,668,513,250,131.2447078747,,,,
19670213,664,496,261,144.8275862069,,,,
19670214,765,441,215,268.6567164179,,,,
19670215,573,663,210,-72.8155339806,,,,
19670216,475,737,219,-216.1716171617,,,,
19670217,521,684,241,-135.2697095436,,,,
19670220,414,791,221,-312.8630705394,,,,
19670221,624,574,258,41.7362270451,,,,
19670223,605,616,224,-9.009009009,,,,
19670224,636,548,248,74.3243243243,,,,
19670227,245,1005,175,-608,,,,
19670228,618,588,223,24.8756218905,,,,
19670301,851,361,231,404.2904290429,,,,
19670302,709,501,229,171.9008264463,,,,
19670303,632,595,209,30.1548492258,,,,
19670306,567,625,241,-48.6577181208,,,,
19670307,637,537,248,85.1788756388,,,,
19670308,618,589,220,24.0265120133,,,,
19670309,662,558,235,85.2459016393,,,,
19670310,774,462,204,252.427184466,,,,
19670313,454,779,218,-263.5847526358,,,,
19670314,523,670,242,-123.2187761945,,,,
19670315,753,461,217,240.5271828666,,,,
19670316,794,434,238,293.1596091205,,,,
19670317,634,567,238,55.7868442964,,,,
19670320,600,594,239,5.0251256281,,,,
19670321,548,667,234,-97.9423868313,,,,
19670322,646,539,248,90.2953586498,,,,
19670323,794,422,221,305.9210526316,,,,
19670327,625,608,225,13.7875101379,,,,
19670328,662,548,233,94.2148760331,,,,
19670329,587,592,254,-4.2408821035,,,,
19670330,611,570,307,34.716342083,,,,
19670331,463,708,264,-209.2228864219,,,,
19670403,301,927,224,-509.7719869707,,,,
19670404,604,612,233,-6.5789473684,,,,
19670405,769,447,223,264.8026315789,,,,
19670406,636,534,268,87.1794871795,,,,
19670407,452,747,242,-246.0383653044,,,,
19670410,225,980,240,-626.5560165975,,,,
19670411,787,400,245,326.0320134794,,,,
19670412,611,555,268,48.0274442539,,,,
19670413,711,446,249,229.0406222991,,,,
19670414,797,393,246,339.4957983193,,,,
19670417,734,480,241,209.2257001647,,,,
19670418,812,420,229,318.1818181818,,,,
19670419,636,612,214,19.2307692308,,,,
19670420,671,531,244,116.4725457571,,,,
19670421,648,550,244,81.8030050083,,,,
19670424,629,602,234,21.9333874898,,,,
19670425,663,568,230,77.1730300569,,,,
19670426,596,615,259,-15.6895127993,,,,
19670427,764,465,225,243.2872253865,,,,
19670428,658,562,231,78.6885245902,,,,
19670501,640,580,238,49.1803278689,,,,
19670502,686,574,204,88.8888888889,,,,
19670503,676,547,232,105.4783319706,,,,
19670504,675,556,225,96.6693744923,,,,
19670505,649,589,227,48.465266559,,,,
19670508,675,586,215,70.5789056305,,,,
19670509,375,889,223,-406.6455696203,,,,
19670510,593,648,236,-44.319097502,,,,
19670511,755,445,246,258.3333333333,,,,
19670512,554,620,282,-56.2180579216,,,,
19670515,397,824,221,-349.7133497134,,,,
19670516,734,477,242,212.2213047069,,,,
19670517,559,632,256,-61.2930310663,,,,
19670518,543,636,273,-78.8804071247,,,,
19670519,438,752,253,-263.8655462185,,,,
19670522,478,718,244,-200.6688963211,,,,
19670523,477,768,223,-233.734939759,,,,
19670524,225,1048,193,-646.5043205028,,,,
19670525,785,418,238,305.0706566916,,,,
19670526,536,641,255,-89.209855565,,,,
19670529,426,738,249,-268.0412371134,,,,
19670531,138,1145,155,-784.8791893998,,,,
19670601,832,391,221,360.5887162715,,,,
19670602,536,653,247,-98.4020185029,,,,
19670605,112,1211,117,-830.6878306878,,,,
19670606,1071,205,143,678.6833855799,,,,
19670607,914,318,187,483.7662337662,,,,
19670608,752,431,231,271.3440405748,,,,
19670609,758,457,229,247.7366255144,,,,
19670612,795,417,221,311.8811881188,,,,
19670613,735,512,193,178.8291900561,,,,
19670614,565,653,236,-72.249589491,,,,
19670615,660,567,223,75.7946210269,,,,
19670616,580,620,242,-33.3333333333,,,,
19670619,587,610,225,-19.2147034252,,,,
19670620,609,608,239,0.8216926869,,,,
19670621,518,705,229,-152.9026982829,,,,
19670622,497,688,263,-161.1814345992,,,,
19670623,647,534,253,95.6816257409,,,,
19670626,500,718,229,-178.9819376026,,,,
19670627,495,692,248,-165.9646166807,,,,
19670628,661,576,207,68.7146321746,,,,
19670629,446,787,220,-276.5612327656,,,,
19670630,603,574,262,24.6389124894,,,,
19670703,709,450,253,223.4685073339,,,,
19670705,786,445,213,277.0105605199,,,,
19670706,613,602,239,9.0534979424,,,,
19670707,785,446,225,275.3858651503,,,,
19670710,857,433,186,328.6821705426,,,,
19670711,668,582,221,68.8,,,,
19670712,601,623,239,-17.9738562092,,,,
19670713,676,564,212,90.3225806452,,,,
19670714,747,481,239,216.6123778502,,,,
19670717,621,622,206,-0.8045052293,,,,
19670718,802,475,205,256.0689115114,,,,
19670719,645,609,218,28.7081339713,,,,
19670720,594,635,231,-33.360455655,,,,
19670721,556,663,231,-87.7768662838,,,,
19670724,486,772,219,-227.3449920509,,,,
19670725,647,553,234,78.3333333333,,,,
19670726,721,508,223,173.311635476,,,,
19670727,728,513,204,173.2473811442,,,,
19670728,703,519,212,150.5728314239,,,,
19670731,679,547,216,107.6672104405,,,,
19670801,748,499,216,199.6792301524,,,,
19670802,736,518,212,173.8437001595,,,,
19670803,494,754,227,-208.3333333333,,,,
19670804,724,488,247,194.7194719472,,,,
19670807,595,645,228,-40.3225806452,,,,
19670808,567,625,259,-48.6577181208,,,,
19670809,656,562,222,77.1756978654,,,,
19670810,525,715,223,-153.2258064516,,,,
19670811,404,780,270,-317.5675675676,,,,
19670814,394,843,210,-362.9749393694,,,,
19670815,613,605,231,6.5681444992,,,,
19670816,490,739,240,-202.6037428804,,,,
19670817,640,588,228,42.345276873,,,,
19670818,613,579,266,28.5234899329,,,,
19670821,480,757,230,-223.9288601455,,,,
19670822,427,794,239,-300.5733005733,,,,
19670823,504,711,250,-170.3703703704,,,,
19670824,466,744,242,-229.7520661157,,,,
19670825,382,829,236,-369.1164327002,,,,
19670828,614,603,225,9.0386195563,,,,
19670829,673,521,257,127.3031825796,,,,
19670830,772,464,209,249.1909385113,,,,
19670831,806,416,233,319.1489361702,,,,
19670901,747,475,236,222.5859247136,,,,
19670905,715,512,224,165.4441727791,,,,
19670906,701,528,246,140.7648494711,,,,
19670907,557,633,284,-63.8655462185,,,,
19670908,596,602,252,-5.0083472454,,,,
19670911,604,608,269,-3.300330033,,,,
19670912,716,513,236,165.1749389748,,,,
19670913,813,436,220,301.8414731785,,,,
19670914,625,619,242,4.8231511254,,,,
19670915,614,651,217,-29.2490118577,,,,
19670918,682,566,227,92.9487179487,,,,
19670919,465,786,246,-256.5947242206,,,,
19670920,650,605,231,35.8565737052,,,,
19670921,648,598,231,40.1284109149,,,,
19670922,701,544,222,126.1044176707,,,,
19670925,659,581,243,62.9032258065,,,,
19670926,395,869,223,-375,,,,
19670927,599,637,251,-30.7443365696,,,,
19670928,562,649,267,-71.8414533443,,,,
19670929,612,611,233,0.8176614881,,,,
19671002,498,751,229,-202.5620496397,,,,
19671003,673,591,234,64.8734177215,,,,
19671004,615,626,232,-8.8638195004,,,,
19671005,628,567,248,51.0460251046,,,,
19671006,702,532,235,137.7633711507,,,,
19671009,662,607,211,43.341213554,,,,
19671010,389,886,208,-389.8039215686,,,,
19671011,399,854,234,-363.1284916201,,,,
19671012,376,851,236,-387.1230643847,,,,
19671013,616,603,238,10.6644790812,,,,
19671016,348,943,200,-460.8830364059,,,,
19671017,481,767,243,-229.1666666667,,,,
19671018,614,626,233,-9.6774193548,,,,
19671019,578,685,219,-84.7189231987,,,,
19671020,435,801,242,-296.1165048544,,,,
19671023,380,880,215,-396.8253968254,,,,
19671024,436,820,233,-305.7324840764,,,,
19671025,538,713,227,-139.8880895284,,,,
19671026,701,541,238,128.8244766506,,,,
19671027,584,671,235,-69.3227091633,,,,
19671030,497,757,234,-207.336523126,,,,
19671031,354,914,210,-441.6403785489,,,,
19671101,298,952,229,-523.2,,,,
19671102,399,840,241,-355.9322033898,,,,
19671103,500,733,238,-188.9699918897,,,,
19671106,468,780,236,-250,,,,
19671108,597,677,219,-62.7943485086,,,,
19671109,639,635,210,3.1397174254,,,,
19671110,771,499,210,214.1732283465,,,,
19671113,504,758,239,-201.2678288431,,,,
19671114,337,942,206,-473.0258014074,,,,
19671115,617,647,215,-23.7341772152,,,,
19671116,876,385,209,389.3735130849,,,,
19671117,769,485,224,226.4752791069,,,,
19671120,193,1172,117,-717.2161172161,,,,
19671121,1049,265,170,596.6514459665,,,,
19671122,841,446,207,306.9153069153,,,,
19671124,586,651,225,-52.5464834276,,,,
19671127,719,554,219,129.6150824823,,,,
19671128,801,484,203,246.6926070039,,,,
19671129,696,582,217,89.2018779343,,,,
19671130,453,824,204,-290.5246671887,,,,
19671201,726,528,234,157.8947368421,,,,
19671204,813,500,199,238.3853769992,,,,
19671205,638,654,231,-12.3839009288,,,,
19671206,686,606,220,61.919504644,,,,
19671207,629,663,217,-26.3157894737,,,,
19671208,587,662,225,-60.0480384307,,,,
19671211,578,702,233,-96.875,,,,
19671212,578,685,239,-84.7189231987,,,,
19671213,719,563,238,121.6848673947,,,,
19671214,674,604,232,54.7730829421,,,,
19671215,509,780,217,-210.2404965089,,,,
19671218,530,735,237,-162.0553359684,,,,
19671219,589,685,244,-75.3532182104,,,,
19671220,703,545,253,126.6025641026,,,,
19671221,734,561,217,133.5907335907,,,,
19671222,651,624,229,21.1764705882,,,,
19671226,718,551,245,131.5996847912,,,,
19671227,866,443,216,323.1474407945,,,,
19671228,654,638,239,12.3839009288,,,,
19671229,822,532,192,214.1802067947,,,,
19680102,729,598,154,98.7189148455,,,,
19680103,606,728,180,-91.4542728636,,,,
19680104,600,719,183,-90.219863533,,,,
19680105,867,432,201,334.8729792148,,,,
19680108,944,406,178,398.5185185185,,,,
19680109,692,630,181,46.8986384266,,,,
19680110,713,562,234,118.431372549,,,,
19680111,832,483,199,265.3992395437,,,,
19680112,782,527,201,194.8051948052,,,,
19680115,694,599,222,73.4725444702,,,,
19680116,539,773,222,-178.3536585366,,,,
19680117,613,673,208,-46.6562986003,,,,
19680118,708,579,228,100.2331002331,,,,
19680119,522,752,221,-180.5337519623,,,,
19680122,274,1072,148,-592.867756315,,,,
19680123,403,860,214,-361.8368962787,,,,
19680124,498,775,200,-217.5962293794,,,,
19680125,493,762,231,-214.3426294821,,,,
19680126,755,494,215,208.967173739,,,,
19680129,587,698,192,-86.3813229572,,,,
19680130,401,873,217,-370.4866562009,,,,
19680131,339,903,221,-454.1062801932,,,,
19680201,602,612,238,-8.23723229,,,,
19680202,583,671,228,-70.1754385965,,,,
19680205,490,771,222,-222.8390166535,,,,
19680206,593,626,256,-27.0713699754,,,,
19680207,637,572,258,53.7634408602,,,,
19680208,221,1071,184,-657.8947368421,,,,
19680209,257,1020,194,-597.4941268598,,,,
19680213,306,1013,170,-536.0121304018,,,,
19680214,788,480,216,242.9022082019,,,,
19680215,803,480,215,251.7537022603,,,,
19680216,492,734,230,-197.3898858075,,,,
19680219,689,520,255,139.7849462366,,,,
19680220,822,434,203,308.9171974522,,,,
19680221,778,471,214,245.7966373098,,,,
19680223,480,757,229,-223.9288601455,,,,
19680226,376,878,225,-400.3189792663,,,,
19680227,639,572,251,55.3261767135,,,,
19680228,512,738,243,-180.8,,,,
19680229,327,932,199,-480.5401111994,,,,
19680301,397,825,238,-350.2454991817,,,,
19680304,282,1033,168,-571.102661597,,,,
19680305,384,914,190,-408.3204930663,,,,
19680306,959,301,204,522.2222222222,,,,
19680307,648,601,224,37.6301040833,,,,
19680308,532,659,267,-106.6330814442,,,,
19680311,950,315,200,501.976284585,,,,
19680312,696,508,272,156.146179402,,,,
19680313,601,608,251,-5.7899090157,,,,
19680314,126,1245,143,-816.1925601751,,,,
19680315,683,589,204,73.8993710692,,,,
19680318,877,410,186,362.8593628594,,,,
19680319,418,803,247,-315.3153153153,,,,
19680320,481,720,261,-199.0008326395,,,,
19680321,353,858,257,-417.0107349298,,,,
19680322,487,737,254,-204.2483660131,,,,
19680325,506,716,238,-171.8494271686,,,,
19680326,759,456,245,249.3827160494,,,,
19680327,854,365,251,401.1484823626,,,,
19680328,620,604,242,13.0718954248,,,,
19680329,771,477,221,235.5769230769,,,,
19680401,1068,273,153,592.841163311,,,,
19680402,709,564,211,113.9041633936,,,,
19680403,887,452,192,324.8693054518,,,,
19680404,787,517,209,207.0552147239,,,,
19680405,562,721,217,-123.9282930631,,,,
19680408,1063,273,179,591.3173652695,,,,
19680410,869,497,180,272.3279648609,,,,
19680411,903,419,216,366.1119515885,,,,
19680415,748,556,228,147.2392638037,,,,
19680416,790,522,203,204.2682926829,,,,
19680417,828,495,194,251.7006802721,,,,
19680418,791,511,221,215.0537634409,,,,
19680419,289,1065,172,-573.1166912851,,,,
19680422,446,849,214,-311.1969111969,,,,
19680423,904,402,218,384.3797856049,,,,
19680424,768,527,225,186.1003861004,,,,
19680425,761,539,227,170.7692307692,,,,
19680426,729,573,236,119.8156682028,,,,
19680429,732,574,219,120.9800918836,,,,
19680430,718,608,207,82.9562594268,,,,
19680501,740,594,194,109.4452773613,,,,
19680502,817,495,225,245.4268292683,,,,
19680503,687,621,229,50.4587155963,,,,
19680506,598,690,236,-71.4285714286,,,,
19680507,830,480,218,267.1755725191,,,,
19680508,703,595,225,83.2049306626,,,,
19680509,453,861,219,-310.502283105,,,,
19680510,818,477,231,263.3204633205,,,,
19680513,663,652,224,8.3650190114,,,,
19680514,620,688,218,-51.9877675841,,,,
19680515,638,638,236,0,,,,
19680516,518,797,210,-212.1673003802,,,,
19680517,487,797,234,-241.4330218069,,,,
19680520,452,865,226,-313.5914958238,,,,
19680521,762,512,242,196.2323390895,,,,
19680522,820,484,238,257.6687116564,,,,
19680523,633,664,229,-23.901310717,,,,
19680524,755,521,212,183.3855799373,,,,
19680527,662,665,202,-2.2607385079,,,,
19680528,753,576,200,133.1828442438,,,,
19680529,756,559,212,149.8098859316,,,,
19680531,861,425,213,339.0357698289,,,,
19680603,913,443,173,346.6076696165,,,,
19680604,845,484,196,271.6328066215,,,,
19680605,558,779,206,-165.2954375467,,,,
19680606,943,405,195,399.1097922849,,,,
19680607,872,451,200,318.216175359,,,,
19680610,685,678,187,5.1357300073,,,,
19680611,729,627,190,75.2212389381,,,,
19680613,603,796,161,-137.9556826305,,,,
19680614,548,766,232,-165.9056316591,,,,
19680617,389,987,172,-434.5930232558,,,,
19680618,621,708,213,-65.4627539503,,,,
19680620,771,585,207,137.1681415929,,,,
19680621,762,575,226,139.8653702319,,,,
19680624,603,777,167,-126.0869565217,,,,
19680625,482,860,206,-281.6691505216,,,,
19680627,591,786,183,-141.6122004357,,,,
19680628,627,663,232,-27.9069767442,,,,
19680701,573,740,212,-127.1896420411,,,,
19680702,762,538,233,172.3076923077,,,,
19680703,991,332,207,498.1103552532,,,,
19680708,986,423,161,399.5741660752,,,,
19680709,748,591,202,117.2516803585,,,,
19680711,685,700,186,-10.8303249097,,,,
19680712,676,662,232,10.4633781764,,,,
19680715,614,731,205,-86.9888475836,,,,
19680716,523,806,205,-212.9420617005,,,,
19680718,571,816,184,-176.6402307138,,,,
19680719,407,939,198,-395.2451708767,,,,
19680722,264,1105,180,-614.3170197224,,,,
19680723,469,858,212,-293.142426526,,,,
19680725,427,976,173,-391.3043478261,,,,
19680726,648,685,225,-27.7569392348,,,,
19680729,378,988,177,-446.5592972182,,,,
19680730,659,636,247,17.7606177606,,,,
19680801,556,804,203,-182.3529411765,,,,
19680802,496,842,208,-258.5949177877,,,,
19680805,837,496,199,255.8139534884,,,,
19680806,823,502,222,242.2641509434,,,,
19680808,636,690,225,-40.7239819005,,,,
19680809,632,654,226,-17.1073094868,,,,
19680812,925,421,193,374.4427934621,,,,
19680813,776,532,221,186.5443425076,,,,
19680815,636,707,217,-52.8667163068,,,,
19680816,792,472,252,253.164556962,,,,
19680819,779,491,237,226.7716535433,,,,
19680820,648,648,236,0,,,,
19680822,533,796,223,-197.8931527464,,,,
19680823,680,604,246,59.1900311526,,,,
19680826,691,557,243,107.3717948718,,,,
19680827,582,684,237,-80.5687203791,,,,
19680829,601,745,205,-106.9836552749,,,,
19680830,701,560,246,111.8160190325,,,,
19680903,698,555,247,114.1260973663,,,,
19680904,792,488,242,237.5,,,,
19680905,839,477,226,275.0759878419,,,,
19680906,812,533,201,207.4349442379,,,,
19680909,769,539,241,175.8409785933,,,,
19680910,507,794,240,-220.5995388163,,,,
19680912,610,741,222,-96.9652109548,,,,
19680913,741,569,227,131.2977099237,,,,
19680916,729,595,230,101.2084592145,,,,
19680917,730,586,232,109.4224924012,,,,
19680919,786,568,247,161.0044313146,,,,
19680920,710,628,217,61.2855007474,,,,
19680923,775,532,247,185.921958684,,,,
19680924,762,590,221,127.2189349112,,,,
